Time,T1,Q1
0,20.6272,0
0,20.949499999999997,0
2.0,20.949499999999997,0
2.0,20.949499999999997,0
3.01,20.949499999999997,0
3.01,20.949499999999997,0
4.0,20.949499999999997,0
4.0,20.949499999999997,0
6.0,20.6272,0
6.0,20.949499999999997,0
7.0,20.949499999999997,0
7.0,20.949499999999997,0
8.01,20.949499999999997,0
8.01,20.949499999999997,0
9.0,20.949499999999997,0
9.0,20.949499999999997,0
10.01,20.949499999999997,0
10.01,20.949499999999997,0
11.01,20.949499999999997,0
11.01,20.949499999999997,0
14.0,20.949499999999997,0
14.0,20.6272,0
15.01,20.949499999999997,0
15.01,20.949499999999997,0
17.0,20.949499999999997,0
17.0,20.949499999999997,0
18.0,20.6272,0
18.0,20.949499999999997,0
19.0,20.949499999999997,0
19.0,20.949499999999997,0
20.0,20.949499999999997,0
20.0,20.949499999999997,0
21.0,20.6272,100
21.0,20.949499999999997,100
23.0,20.949499999999997,100
23.0,20.949499999999997,100
24.0,20.949499999999997,100
24.0,20.949499999999997,100
25.01,20.949499999999997,100
25.01,20.949499999999997,100
26.0,21.2718,100
26.0,21.2718,100
27.01,21.2718,100
27.01,21.2718,100
29.0,21.594099999999997,100
29.0,21.594099999999997,100
30.01,21.594099999999997,100
30.01,21.594099999999997,100
31.0,21.9164,100
31.0,21.9164,100
32.0,21.9164,100
32.0,21.9164,100
33.0,22.238699999999998,100
33.0,22.238699999999998,100
34.01,22.561,100
34.01,22.561,100
37.0,23.205599999999997,100
37.0,23.205599999999997,100
38.0,23.5279,100
38.0,23.5279,100
40.0,23.850199999999997,100
40.0,23.850199999999997,100
41.01,24.1725,100
41.01,24.1725,100
43.0,24.817099999999996,100
43.0,24.494799999999998,100
44.01,25.1394,100
44.01,25.1394,100
45.01,25.461699999999997,100
45.01,25.1394,100
46.0,25.461699999999997,100
46.0,25.784,100
47.01,25.784,100
47.01,25.784,100
48.01,26.106299999999997,100
48.01,26.106299999999997,100
49.0,26.4286,100
49.0,26.4286,100
50.02,26.750899999999998,100
50.02,26.750899999999998,100
51.02,27.073199999999996,100
51.02,27.073199999999996,100
54.0,28.0401,100
54.0,28.0401,100
55.0,28.362399999999997,100
55.0,28.362399999999997,100
56.0,28.6847,100
56.0,28.6847,100
57.01,29.006999999999998,100
57.01,29.006999999999998,100
58.01,29.329299999999996,100
58.01,29.329299999999996,100
59.01,29.6516,100
59.01,29.329299999999996,100
61.01,29.973899999999997,100
61.01,30.2962,100
62.0,30.618499999999997,100
62.0,30.618499999999997,100
63.01,30.940799999999996,100
63.01,30.940799999999996,100
65.0,31.585399999999996,100
65.0,31.585399999999996,100
66.01,31.9077,100
66.01,31.9077,100
67.0,32.23,100
67.0,32.23,100
68.0,32.552299999999995,100
68.0,32.23,100
69.01,32.552299999999995,100
69.01,32.8746,100
70.0,32.8746,100
70.0,32.8746,100
73.0,33.841499999999996,100
73.0,33.841499999999996,100
74.01,34.163799999999995,100
74.01,34.163799999999995,100
76.0,34.8084,92.45868854372306
76.0,34.8084,92.45868854372306
77.0,35.1307,88.65025721577281
77.0,35.1307,88.65025721577281
78.0,35.452999999999996,84.75716765903414
78.0,35.452999999999996,84.75716765903414
79.0,35.775299999999994,80.77941987350701
79.0,35.775299999999994,80.77941987350701
80.01,36.0976,76.71701385919143
80.01,36.0976,76.71701385919143
82.0,36.7422,72.56994961608731
82.0,36.7422,72.56994961608731
83.0,36.7422,64.39481020105879
83.0,37.064499999999995,64.39481020105879
84.0,37.064499999999995,59.99377127158941
84.0,37.386799999999994,59.99377127158941
85.0,37.386799999999994,55.50807411333158
85.0,37.386799999999994,55.50807411333158
86.01,37.7091,54.88113566942133
86.01,37.7091,54.88113566942133
88.0,38.0314,50.310780282374964
88.0,38.353699999999996,50.310780282374964
89.0,38.353699999999996,45.65576666654024
89.0,38.675999999999995,45.65576666654024
90.0,38.675999999999995,40.916094821917056
90.0,38.675999999999995,40.916094821917056
91.0,38.9983,36.09176474850542
91.0,38.9983,36.09176474850542
92.0,38.9983,31.182776446305255
92.0,38.9983,31.182776446305255
94.0,39.3206,30.13254685845277
94.0,39.3206,30.13254685845277
95.01,39.6429,25.138900327464235
95.01,39.6429,25.138900327464235
97.0,39.965199999999996,20.06059556768726
97.0,39.965199999999996,20.06059556768726
98.0,39.965199999999996,14.897632579121826
98.0,39.965199999999996,14.897632579121826
99.01,40.287499999999994,13.593428304903988
99.01,39.965199999999996,13.593428304903988
100.01,40.287499999999994,12.289224030686135
100.01,40.287499999999994,12.289224030686135
101.01,40.287499999999994,7.041602813332261
101.01,40.287499999999994,7.041602813332261
102.01,40.6098,5.652740310325967
102.01,40.287499999999994,5.652740310325967
104.0,40.6098,4.263877807319673
104.0,40.6098,4.263877807319673
105.01,40.6098,0
105.01,40.6098,0
106.01,40.6098,0
106.01,40.6098,0
108.01,40.6098,0
108.01,40.6098,0
109.0,40.6098,0
109.0,40.6098,0
111.0,40.6098,0
111.0,40.6098,0
112.0,40.6098,0
112.0,40.6098,0
113.01,40.6098,0
113.01,40.6098,0
114.01,40.6098,0
114.01,40.6098,0
115.01,40.6098,0
115.01,40.6098,0
117.0,40.287499999999994,0
117.0,40.6098,0
118.0,40.6098,0
118.0,40.287499999999994,0
120.0,40.287499999999994,0
120.0,40.287499999999994,0
121.0,40.287499999999994,0
121.0,40.287499999999994,0
122.0,40.287499999999994,0
122.0,40.287499999999994,0
123.01,40.287499999999994,0
123.01,39.965199999999996,0
124.01,39.965199999999996,0
124.01,39.965199999999996,0
126.0,39.965199999999996,0
126.0,39.965199999999996,0
127.01,39.965199999999996,0
127.01,39.965199999999996,0
129.0,39.6429,0
129.0,39.6429,0
130.01,39.6429,0
130.01,39.3206,0
131.0,39.3206,0
131.0,39.6429,0
132.01,39.3206,0
132.01,39.3206,0
133.01,39.3206,0
133.01,39.3206,0
135.0,38.9983,0
135.0,38.9983,0
136.01,38.9983,0
136.01,38.9983,0
137.01,38.9983,0
137.01,38.9983,0
138.01,38.675999999999995,0
138.01,38.675999999999995,0
139.01,38.675999999999995,0
139.01,38.675999999999995,0
140.01,38.675999999999995,0
140.01,38.675999999999995,0
143.0,38.353699999999996,0
143.0,38.353699999999996,0
144.01,38.0314,0
144.01,38.353699999999996,0
146.0,38.0314,0
146.0,38.0314,0
147.01,38.0314,0
147.01,38.0314,0
148.01,37.7091,0
148.01,37.7091,0
149.01,37.7091,0
149.01,37.7091,0
150.0,37.7091,0
150.0,37.7091,0
152.0,37.386799999999994,0
152.0,37.386799999999994,0
153.01,37.064499999999995,0
153.01,37.386799999999994,0
155.0,37.064499999999995,0
155.0,37.064499999999995,0
156.01,36.7422,0
156.01,37.064499999999995,0
157.01,36.7422,0.2644814116529268
157.01,36.7422,0.2644814116529268
158.0,36.7422,0
158.0,36.7422,0
159.0,36.7422,0
159.0,36.7422,0
160.01,36.4199,0
160.01,36.4199,0
163.0,36.0976,2.377410409455578
163.0,36.4199,2.377410409455578
164.01,36.0976,5.947863595046719
164.01,36.0976,5.947863595046719
166.0,35.775299999999994,5.65955806629027
166.0,35.775299999999994,5.65955806629027
167.0,35.775299999999994,9.314669480669945
167.0,35.775299999999994,9.314669480669945
168.0,35.775299999999994,9.111022180701951
168.0,35.775299999999994,9.111022180701951
169.0,35.452999999999996,8.907374880733961
169.0,35.775299999999994,8.907374880733961
170.0,35.452999999999996,8.703727580765968
170.0,35.452999999999996,8.703727580765968
171.0,35.452999999999996,12.44349722393401
171.0,35.452999999999996,12.44349722393401
172.0,35.452999999999996,12.324508152754461
172.0,35.1307,12.324508152754461
173.01,35.1307,12.205519081574913
173.01,35.1307,12.205519081574913
174.01,35.1307,16.029946953531404
174.01,35.1307,16.029946953531404
176.0,35.1307,15.995616111140308
176.0,35.1307,15.995616111140308
177.0,34.8084,15.961285268749215
177.0,34.8084,15.961285268749215
178.0,34.8084,19.87037136949416
178.0,34.8084,19.87037136949416
179.0,34.8084,15.977281812755471
179.0,34.8084,15.977281812755471
180.01,34.8084,19.886367913500415
180.01,34.8084,19.886367913500415
182.0,34.4861,19.936695299897767
182.0,34.8084,19.936695299897767
183.0,34.4861,19.98702268629512
183.0,34.4861,19.98702268629512
184.0,34.4861,23.980767015828505
184.0,34.4861,23.980767015828505
185.0,34.4861,24.115752631014313
185.0,34.4861,24.115752631014313
186.0,34.4861,24.250738246200118
186.0,34.4861,24.250738246200118
188.0,34.4861,24.385723861385923
188.0,34.4861,24.385723861385923
189.0,34.163799999999995,24.520709476571728
189.0,34.4861,24.520709476571728
190.0,34.163799999999995,28.599112034893654
190.0,34.4861,28.599112034893654
191.0,34.163799999999995,28.818755878867908
191.0,34.163799999999995,28.818755878867908
192.01,34.163799999999995,25.094982779706044
192.01,34.163799999999995,25.094982779706044
193.01,34.163799999999995,29.17338533802797
193.01,34.163799999999995,29.17338533802797
194.0,34.163799999999995,29.393029182002223
194.0,34.163799999999995,29.393029182002223
196.01,34.163799999999995,29.612673025976477
196.01,34.163799999999995,29.612673025976477
197.0,34.163799999999995,29.832316869950734
197.0,34.163799999999995,29.832316869950734
199.0,34.163799999999995,30.051960713924988
199.0,34.163799999999995,30.051960713924988
200.01,34.163799999999995,30.27160455789924
200.01,34.163799999999995,30.27160455789924
201.01,34.163799999999995,30.4912484018735
201.01,34.163799999999995,30.4912484018735
202.01,34.163799999999995,30.710892245847752
202.01,34.163799999999995,30.710892245847752
203.01,34.163799999999995,30.930536089822006
203.01,34.163799999999995,30.930536089822006
204.01,34.163799999999995,31.150179933796263
204.01,34.163799999999995,31.150179933796263
207.01,34.163799999999995,31.369823777770517
207.01,34.163799999999995,31.369823777770517
208.01,34.163799999999995,31.589467621744774
208.01,34.163799999999995,31.589467621744774
209.01,34.163799999999995,31.809111465719027
