Time,T1,T2,Q1,Q2
0,20.949499999999997,20.949499999999997,100,0
33.0,42.865899999999996,23.850199999999997,0,0
34.01,41.576699999999995,24.494799999999998,0,0
36.0,35.452999999999996,23.5279,5.875705882352996,0
37.0,31.9077,22.8833,51.96460588235296,0
38.0,35.452999999999996,22.8833,5.875705882352996,0
39.0,34.4861,23.205599999999997,18.445405882352937,0
41.0,33.1969,22.8833,35.20500588235295,0
42.0,34.8084,23.205599999999997,14.255505882352956,0
43.0,34.163799999999995,23.205599999999997,22.63530588235301,0
44.0,33.841499999999996,22.8833,26.82520588235299,0
46.0,34.4861,23.205599999999997,18.445405882352937,0
47.0,34.163799999999995,22.8833,22.63530588235301,0
48.0,34.163799999999995,23.205599999999997,22.63530588235301,0
49.0,34.163799999999995,22.8833,22.63530588235301,0
50.0,34.163799999999995,23.205599999999997,22.63530588235301,0
51.0,34.4861,23.205599999999997,22.63530588235301,0
52.0,34.163799999999995,22.8833,18.445405882352937,0
53.0,33.841499999999996,22.8833,26.82520588235299,0
55.0,34.4861,23.205599999999997,18.445405882352937,0
56.0,34.163799999999995,23.205599999999997,22.63530588235301,0
57.0,33.841499999999996,23.205599999999997,26.82520588235299,0
59.0,34.8084,23.205599999999997,18.445405882352937,0
60.0,34.163799999999995,23.205599999999997,22.63530588235301,0
61.0,34.163799999999995,22.8833,22.63530588235301,0
62.0,34.163799999999995,23.205599999999997,22.63530588235301,0
63.0,34.163799999999995,23.205599999999997,22.63530588235301,0
64.0,34.163799999999995,23.205599999999997,22.63530588235301,0
66.0,34.163799999999995,23.205599999999997,22.63530588235301,0
67.0,34.163799999999995,23.205599999999997,18.445405882352937,0
68.0,33.841499999999996,23.205599999999997,26.82520588235299,0
69.01,34.4861,22.8833,18.445405882352937,0
71.0,33.841499999999996,23.205599999999997,26.82520588235299,0
72.0,34.4861,23.205599999999997,18.445405882352937,0
73.0,34.163799999999995,23.205599999999997,22.63530588235301,0
74.0,34.163799999999995,23.205599999999997,22.63530588235301,0
75.0,34.163799999999995,22.8833,22.63530588235301,0
77.0,34.163799999999995,23.205599999999997,22.63530588235301,0
78.0,34.163799999999995,23.205599999999997,22.63530588235301,0
79.0,34.163799999999995,23.205599999999997,18.445405882352937,0
80.0,33.841499999999996,23.205599999999997,26.82520588235299,0
81.0,34.163799999999995,23.205599999999997,22.63530588235301,0
82.0,34.4861,23.205599999999997,18.445405882352937,0
84.0,34.163799999999995,22.8833,26.82520588235299,0
85.0,34.4861,22.8833,18.445405882352937,0
86.0,34.163799999999995,23.205599999999997,22.63530588235301,0
87.0,33.841499999999996,22.8833,26.82520588235299,0
88.0,34.4861,22.8833,14.255505882352956,0
90.0,33.841499999999996,22.8833,26.82520588235299,0
91.0,34.163799999999995,22.8833,26.82520588235299,0
92.0,34.8084,23.205599999999997,14.255505882352956,0
93.0,33.841499999999996,22.8833,26.82520588235299,0
94.0,34.163799999999995,22.8833,22.63530588235301,0
96.0,34.4861,23.205599999999997,18.445405882352937,0
97.0,33.841499999999996,23.205599999999997,26.82520588235299,0
98.0,34.4861,22.8833,22.63530588235301,0
99.0,34.4861,23.205599999999997,18.445405882352937,0
100.0,34.163799999999995,23.205599999999997,22.63530588235301,0
102.0,33.841499999999996,22.8833,26.82520588235299,0
103.0,34.4861,23.205599999999997,18.445405882352937,0
105.0,34.163799999999995,23.205599999999997,22.63530588235301,0
106.0,34.163799999999995,23.205599999999997,22.63530588235301,0
107.0,34.163799999999995,23.205599999999997,22.63530588235301,0
108.0,34.163799999999995,22.8833,22.63530588235301,0
109.0,34.163799999999995,23.205599999999997,22.63530588235301,0
111.0,34.163799999999995,23.205599999999997,18.445405882352937,0
113.0,33.841499999999996,22.8833,26.82520588235299,0
114.0,34.4861,23.205599999999997,22.63530588235301,0
115.0,34.4861,23.205599999999997,18.445405882352937,0
116.0,34.163799999999995,22.8833,22.63530588235301,0
117.0,33.841499999999996,22.8833,26.82520588235299,0
118.0,34.4861,23.205599999999997,18.445405882352937,0
119.0,34.163799999999995,23.205599999999997,22.63530588235301,0
121.0,34.163799999999995,23.205599999999997,22.63530588235301,0
122.0,34.163799999999995,23.205599999999997,22.63530588235301,0
123.0,34.163799999999995,23.205599999999997,22.63530588235301,0
124.0,34.4861,23.205599999999997,18.445405882352937,0
125.0,33.841499999999996,22.8833,26.82520588235299,0
126.0,34.163799999999995,23.205599999999997,22.63530588235301,0
128.0,34.4861,23.205599999999997,18.445405882352937,0
129.0,33.841499999999996,23.205599999999997,26.82520588235299,0
130.0,34.4861,23.205599999999997,18.445405882352937,0
131.0,34.163799999999995,23.205599999999997,22.63530588235301,0
132.0,33.841499999999996,22.8833,26.82520588235299,0
133.0,34.8084,23.205599999999997,18.445405882352937,0
135.0,34.163799999999995,23.205599999999997,22.63530588235301,0
136.0,34.163799999999995,23.205599999999997,22.63530588235301,0
137.0,34.163799999999995,22.8833,22.63530588235301,0
138.0,34.163799999999995,22.8833,22.63530588235301,0
139.0,34.163799999999995,23.205599999999997,22.63530588235301,0
140.0,34.4861,22.8833,18.445405882352937,0
141.0,33.841499999999996,22.8833,26.82520588235299,0
143.0,34.4861,23.205599999999997,18.445405882352937,0
144.0,34.163799999999995,23.205599999999997,26.82520588235299,0
145.0,34.4861,23.205599999999997,18.445405882352937,0
147.0,34.163799999999995,23.205599999999997,22.63530588235301,0
148.0,33.841499999999996,23.205599999999997,26.82520588235299,0
149.0,34.8084,23.205599999999997,14.255505882352956,0
150.0,33.841499999999996,22.8833,26.82520588235299,0
151.0,34.163799999999995,22.8833,22.63530588235301,0
152.0,34.163799999999995,23.205599999999997,22.63530588235301,0
153.0,34.4861,23.205599999999997,18.445405882352937,0
154.0,33.841499999999996,23.205599999999997,26.82520588235299,0
156.0,34.163799999999995,23.205599999999997,18.445405882352937,0
157.0,34.163799999999995,23.205599999999997,26.82520588235299,0
158.0,34.4861,23.205599999999997,18.445405882352937,0
159.0,34.163799999999995,23.205599999999997,22.63530588235301,0
161.0,33.841499999999996,23.205599999999997,22.63530588235301,0
162.0,34.163799999999995,22.8833,22.63530588235301,0
163.0,34.163799999999995,23.205599999999997,22.63530588235301,0
164.0,34.163799999999995,23.205599999999997,22.63530588235301,0
165.0,34.4861,23.205599999999997,22.63530588235301,0
167.0,34.4861,22.8833,18.445405882352937,0
168.0,33.841499999999996,22.8833,26.82520588235299,0
169.0,34.163799999999995,22.8833,18.445405882352937,0
170.0,34.163799999999995,23.205599999999997,22.63530588235301,0
171.0,33.841499999999996,22.8833,26.82520588235299,0
172.0,34.4861,23.205599999999997,18.445405882352937,0
174.0,34.163799999999995,23.205599999999997,22.63530588235301,0
175.0,34.163799999999995,23.205599999999997,22.63530588235301,0
177.0,34.163799999999995,23.205599999999997,22.63530588235301,0
178.0,34.163799999999995,23.205599999999997,22.63530588235301,0
179.0,34.163799999999995,22.8833,22.63530588235301,0
180.01,34.163799999999995,23.205599999999997,22.63530588235301,0
181.0,34.4861,23.205599999999997,22.63530588235301,0
182.0,34.4861,22.8833,18.445405882352937,0
184.0,33.841499999999996,23.205599999999997,26.82520588235299,0
185.0,34.4861,22.8833,18.445405882352937,0
187.0,33.841499999999996,22.8833,22.63530588235301,0
188.0,33.841499999999996,22.8833,26.82520588235299,0
189.0,34.4861,23.205599999999997,18.445405882352937,0
191.0,34.163799999999995,23.205599999999997,22.63530588235301,0
192.0,34.163799999999995,23.205599999999997,22.63530588235301,0
193.0,34.163799999999995,22.8833,22.63530588235301,0
194.0,34.163799999999995,22.8833,22.63530588235301,0
195.01,34.163799999999995,22.8833,18.445405882352937,0
197.0,33.841499999999996,23.205599999999997,26.82520588235299,0
198.0,34.163799999999995,22.8833,22.63530588235301,0
199.0,34.4861,23.205599999999997,18.445405882352937,0
201.0,33.841499999999996,23.205599999999997,22.63530588235301,0
202.0,33.841499999999996,22.8833,26.82520588235299,0
203.0,34.4861,22.8833,18.445405882352937,0
204.0,34.163799999999995,23.205599999999997,22.63530588235301,0
205.0,33.841499999999996,23.205599999999997,22.63530588235301,0
206.0,34.163799999999995,22.8833,22.63530588235301,0
207.0,34.163799999999995,23.205599999999997,18.445405882352937,0
208.0,33.841499999999996,22.8833,31.01510588235297,0
209.0,34.8084,23.205599999999997,14.255505882352956,0
210.0,33.841499999999996,23.205599999999997,22.63530588235301,0
211.01,33.841499999999996,22.8833,26.82520588235299,0
213.0,34.4861,22.8833,18.445405882352937,0
214.0,34.163799999999995,23.205599999999997,22.63530588235301,0
216.0,33.841499999999996,22.8833,22.63530588235301,0
217.0,34.163799999999995,23.205599999999997,22.63530588235301,0
218.0,34.163799999999995,22.8833,22.63530588235301,0
219.0,34.163799999999995,23.205599999999997,22.63530588235301,0
220.0,34.163799999999995,23.205599999999997,22.63530588235301,0
221.0,34.4861,23.205599999999997,22.63530588235301,0
222.0,34.4861,23.205599999999997,18.445405882352937,0
223.0,33.841499999999996,22.8833,26.82520588235299,0
225.0,34.4861,23.205599999999997,18.445405882352937,0
226.0,34.163799999999995,22.8833,22.63530588235301,0
227.0,33.841499999999996,22.8833,26.82520588235299,0
228.0,34.4861,23.205599999999997,14.255505882352956,0
229.0,33.841499999999996,23.205599999999997,26.82520588235299,0
231.01,34.163799999999995,22.8833,22.63530588235301,0
232.0,34.163799999999995,22.8833,18.445405882352937,0
234.0,33.841499999999996,22.8833,26.82520588235299,0
235.0,34.4861,23.205599999999997,22.63530588235301,0
236.0,34.8084,23.205599999999997,18.445405882352937,0
237.0,34.163799999999995,23.205599999999997,26.82520588235299,0
238.0,34.4861,23.205599999999997,18.445405882352937,0
240.0,34.163799999999995,23.205599999999997,22.63530588235301,0
241.0,33.841499999999996,22.8833,22.63530588235301,0
242.0,34.163799999999995,22.8833,22.63530588235301,0
243.0,34.163799999999995,23.205599999999997,22.63530588235301,0
244.0,34.163799999999995,23.205599999999997,22.63530588235301,0
245.0,34.163799999999995,22.8833,22.63530588235301,0
248.0,34.4861,23.205599999999997,22.63530588235301,0
249.0,34.163799999999995,23.205599999999997,22.63530588235301,0
250.0,34.4861,23.205599999999997,22.63530588235301,0
251.0,34.4861,23.205599999999997,18.445405882352937,0
252.0,33.841499999999996,22.8833,26.82520588235299,0
253.0,34.163799999999995,22.8833,18.445405882352937,0
254.0,34.163799999999995,23.205599999999997,22.63530588235301,0
256.0,34.163799999999995,22.8833,26.82520588235299,0
257.0,34.4861,23.205599999999997,18.445405882352937,0
258.0,34.163799999999995,23.205599999999997,22.63530588235301,0
260.0,34.163799999999995,22.8833,22.63530588235301,0
261.0,34.163799999999995,23.205599999999997,22.63530588235301,0
262.0,34.163799999999995,23.205599999999997,22.63530588235301,0
263.0,34.4861,23.205599999999997,22.63530588235301,0
264.0,34.4861,23.205599999999997,22.63530588235301,0
266.0,34.4861,23.205599999999997,18.445405882352937,0
267.0,33.841499999999996,23.205599999999997,26.82520588235299,0
268.0,34.163799999999995,23.205599999999997,18.445405882352937,0
269.0,34.163799999999995,23.205599999999997,22.63530588235301,0
270.0,33.841499999999996,22.8833,26.82520588235299,0
272.0,34.8084,23.205599999999997,18.445405882352937,0
273.0,34.163799999999995,23.205599999999997,22.63530588235301,0
274.0,34.163799999999995,22.8833,22.63530588235301,0
275.0,34.163799999999995,23.205599999999997,22.63530588235301,0
276.0,34.163799999999995,23.205599999999997,22.63530588235301,0
277.01,34.163799999999995,23.205599999999997,18.445405882352937,0
279.0,33.841499999999996,23.205599999999997,26.82520588235299,0
280.0,34.163799999999995,23.205599999999997,22.63530588235301,0
281.0,34.4861,23.205599999999997,18.445405882352937,0
282.0,33.841499999999996,23.205599999999997,26.82520588235299,0
284.0,34.4861,22.8833,18.445405882352937,0
285.0,34.163799999999995,23.205599999999997,22.63530588235301,0
286.0,34.163799999999995,22.8833,26.82520588235299,0
288.0,34.8084,23.205599999999997,14.255505882352956,0
289.0,33.841499999999996,22.8833,26.82520588235299,0
290.0,34.163799999999995,23.205599999999997,22.63530588235301,0
291.0,34.163799999999995,23.205599999999997,18.445405882352937,0
292.0,33.841499999999996,22.8833,26.82520588235299,0
294.0,34.4861,23.205599999999997,18.445405882352937,0
295.0,34.163799999999995,22.8833,22.63530588235301,0
296.0,33.841499999999996,22.8833,26.82520588235299,0
298.0,34.4861,23.205599999999997,18.445405882352937,0
299.0,34.163799999999995,23.205599999999997,22.63530588235301,0
300.0,34.163799999999995,23.205599999999997,22.63530588235301,0
301.0,34.163799999999995,23.205599999999997,22.63530588235301,0
302.0,34.163799999999995,23.205599999999997,22.63530588235301,0
303.01,34.4861,23.205599999999997,22.63530588235301,0
305.0,34.163799999999995,23.205599999999997,18.445405882352937,0
306.0,33.841499999999996,22.8833,26.82520588235299,0
308.0,34.4861,23.205599999999997,22.63530588235301,0
309.0,34.4861,23.205599999999997,18.445405882352937,0
310.0,33.841499999999996,23.205599999999997,26.82520588235299,0
311.0,34.4861,22.8833,18.445405882352937,0
