Time,T1,T2,Q1,Q2
0,20.949499999999997,20.949499999999997,100,0
1,20.949499999999997,20.949499999999997,100,0
2,20.949499999999997,20.6272,100,0
3,20.949499999999997,20.949499999999997,100,0
4,20.949499999999997,20.949499999999997,100,0
5,20.949499999999997,20.949499999999997,100,0
6,20.949499999999997,20.949499999999997,100,0
7,21.2718,20.949499999999997,100,0
8,21.2718,20.949499999999997,100,0
9,21.594099999999997,20.949499999999997,100,0
10,21.594099999999997,20.949499999999997,100,0
11,21.9164,20.949499999999997,100,0
12,21.9164,20.949499999999997,100,0
13,22.238699999999998,20.949499999999997,100,0
14,22.238699999999998,20.949499999999997,100,0
15,22.561,20.949499999999997,100,0
16,22.8833,20.949499999999997,100,0
17,23.205599999999997,20.949499999999997,100,0
18,23.205599999999997,20.949499999999997,100,0
19,23.5279,20.949499999999997,100,0
20,23.850199999999997,20.949499999999997,100,0
21,24.1725,20.949499999999997,100,0
22,24.494799999999998,20.949499999999997,100,0
23,24.817099999999996,20.949499999999997,100,0
24,24.817099999999996,20.949499999999997,100,0
25,25.1394,21.2718,100,0
26,25.461699999999997,21.2718,100,0
27,25.784,21.2718,82.34616329268648,0
28,26.106299999999997,21.2718,100,0
29,26.4286,21.2718,100,0
30,26.750899999999998,21.2718,89.5169885781594,0
31,27.073199999999996,21.2718,100,0
32,27.3955,21.2718,94.99344833331317,0
33,27.717799999999997,21.2718,100,0
34,28.0401,21.594099999999997,64.21326724963025,0
35,28.362399999999997,21.2718,92.94441217733005,0
36,28.6847,21.594099999999997,86.75984369270897,0
37,28.6847,21.594099999999997,88.19534152803546,0
38,29.006999999999998,21.594099999999997,100,0
39,29.6516,21.594099999999997,76.32429091187022,0
40,29.6516,21.594099999999997,79.11712385993577,0
41,29.973899999999997,21.9164,100,0
42,30.2962,21.9164,61.683495108273874,0
43,30.618499999999997,21.594099999999997,47.61284414508306,0
44,30.940799999999996,21.594099999999997,54.437028616787885,0
45,31.263099999999998,21.9164,56.16736793895292,0
46,31.585399999999996,21.9164,78.20440885464923,0
47,31.585399999999996,21.9164,84.50305785227302,0
48,31.9077,21.9164,81.30427815022627,0
49,32.23,21.9164,63.77135345344011,0
50,32.552299999999995,21.9164,25.576899371272717,0
51,32.552299999999995,22.238699999999998,55.459893741515444,0
52,32.8746,22.238699999999998,71.06699029127684,0
53,33.1969,22.238699999999998,41.47649547716695,0
54,33.5192,22.238699999999998,69.38323751084882,0
55,33.5192,22.238699999999998,58.792515354385486,0
56,33.841499999999996,22.238699999999998,22.74860584950396,0
57,34.163799999999995,22.238699999999998,48.0910490037992,0
58,34.163799999999995,22.561,52.96142500952834,0
59,34.4861,22.561,2.5850195389708563,0
60,34.4861,22.561,52.24799926763753,0
61,34.8084,22.561,67.6162299136258,0
62,34.8084,22.561,10.878576157397465,0
63,35.1307,22.561,42.50421190371047,0
64,35.1307,22.561,11.686718450752075,0
65,35.452999999999996,22.561,20.6722450487605,0
66,35.452999999999996,22.561,23.137133361313047,0
67,35.452999999999996,22.8833,32.621238635046254,0
68,35.775299999999994,22.8833,25.444815971602253,0
69,35.775299999999994,22.8833,0,0
70,36.0976,22.8833,33.80735821422783,0
71,36.0976,22.8833,51.48138048830054,0
72,36.0976,22.8833,0,0
73,36.0976,22.8833,12.457053383793507,0
74,36.0976,22.8833,67.77156482612432,0
75,36.4199,22.8833,21.062291929924385,0
76,36.4199,22.8833,0,0
77,36.4199,22.8833,27.49911505479683,0
78,36.4199,23.205599999999997,55.11922401824799,0
79,36.7422,23.205599999999997,0,0
80,36.7422,22.8833,43.82252879645024,0
81,36.7422,23.205599999999997,0,0
82,36.7422,23.205599999999997,24.821929037615277,0
83,36.7422,23.205599999999997,29.32322055914618,0
84,36.7422,23.205599999999997,9.339556334674185,0
85,36.7422,23.205599999999997,42.07003878387762,0
86,37.064499999999995,23.205599999999997,28.959047587400917,0
87,37.064499999999995,23.205599999999997,18.081662550063882,0
88,37.064499999999995,23.205599999999997,0,0
89,37.064499999999995,23.205599999999997,11.589851680266648,0
90,37.064499999999995,23.205599999999997,18.49066411399737,0
91,37.064499999999995,23.205599999999997,34.38484665213288,0
92,37.064499999999995,23.205599999999997,0,0
93,37.064499999999995,23.205599999999997,1.1863238880384444,0
94,37.064499999999995,23.205599999999997,14.414772136119566,0
95,37.064499999999995,23.205599999999997,0,0
96,37.064499999999995,23.205599999999997,26.60067726941203,0
97,37.064499999999995,23.5279,0.19994852221454096,0
98,37.064499999999995,23.205599999999997,56.701299327855466,0
99,37.064499999999995,23.205599999999997,6.373974491734813,0
100,36.7422,23.5279,14.915090421726646,0
101,37.064499999999995,23.5279,9.145602696200868,0
102,37.064499999999995,23.5279,39.65369675825799,0
103,36.7422,23.5279,5.606194813468832,0
104,37.064499999999995,23.5279,13.738807814180163,0
105,36.7422,23.5279,39.71848197210262,0
106,37.064499999999995,23.5279,0,0
107,36.7422,23.5279,6.298902014097891,0
108,36.7422,23.5279,0,0
109,36.7422,23.5279,63.23981878256471,0
110,36.7422,23.5279,11.6494616981321,0
111,36.7422,23.5279,0,0
112,36.7422,23.5279,21.006063985045685,0
113,36.7422,23.5279,40.835475099878565,0
114,36.7422,23.5279,24.233445095317805,0
115,36.7422,23.5279,0,0
116,36.7422,23.5279,18.259904462160094,0
117,36.7422,23.5279,8.703003222912386,0
